"","MEGYE","OEVK","SZEKHELY","AE","BE","CE","EE","FE","IE","JE","JE_pct","KE","ME","ME_pct","NE","ERVTL_LST","ERV_LST","FIDESZ_egy","JOBBIK_egy","MSZP_egy","DK_egy","LMP_egy","MOMENTUM_egy","EGYUTT_egy","MKKP_egy","FUGGETLEN_egy","MAS_egy","FIDESZ_egy_pct","JOBBIK_egy_pct","MSZP_egy_pct","DK_egy_pct","LMP_egy_pct","MOMENTUM_egy_pct","EGYUTT_egy_pct","MKKP_egy_pct","FUGGETLEN_egy_pct","MAS_egy_pct","FIDESZ_lst","JOBBIK_lst","MSZP_lst","DK_lst","LMP_lst","MOMENTUM_lst","EGYUTT_lst","MKKP_lst","FUGGETLEN_lst","MAS_lst","FIDESZ_lst_pct","JOBBIK_lst_pct","MSZP_lst_pct","DK_lst_pct","LMP_lst_pct","MOMENTUM_lst_pct","EGYUTT_lst_pct","MKKP_lst_pct","FUGGETLEN_lst_pct","MAS_lst_pct","FIDESZ_egy_jlt","JOBBIK_egy_jlt","MSZP_egy_jlt","DK_egy_jlt","LMP_egy_jlt","MOMENTUM_egy_jlt","EGYUTT_egy_jlt","MKKP_egy_jlt","FUGGETLEN_egy_jlt","MAS_egy_jlt","winner","FE_pct","LEFTLIB_OPP_lst_pct","LEFTLIB_OPP_egy_pct","LEFTLIB_OPP_lst","LEFTLIB_OPP_egy","FIDESZ_dev_lst_egy","JOBBIK_dev_lst_egy","LEFTLIB_OPP_dev_lst_egy","FIDESZ_dev_lst_egy_vts","JOBBIK_dev_lst_egy_vts","LEFTLIB_OPP_dev_lst_egy_vts"
"26","BUDAPEST",15,"Budapest XVIII. kerület",77927,1218,792,79937,58886,1834,60720,75.96,60636,564,0.93,60072,436,59982,23848,6977,27813,NA,0,0,NA,NA,NA,1434,0.396990278332667,0.116143960580637,0.462994406711946,NA,0,0,NA,NA,NA,0.0238713543747503,23363,9990,11629,4744,5258,2411,537,1318,NA,732,0.38950018338835,0.166549964989497,0.193874829115401,0.0790903937848021,0.0876596312227001,0.0401953919509186,0.00895268580574172,0.0219732586442599,NA,0.0122036610983295,"Kucsák László","Makai Tibor","Kunhalmi Ágnes",NA,"Kassai Dániel","Nagy Károly",NA,NA,NA,NA,"MSZP_egy",0.755655934400144,0.409772931879564,0.462994406711946,24579,27813,0.00749009494431763,-0.0504060044088603,0.0532214748323818,485,-3013,3234
"27","BUDAPEST",16,"Budapest XX. kerület",70880,1202,641,72723,51048,1706,52754,72.54,52693,482,0.91,52211,423,52075,19462,6373,22572,NA,2287,1060,0,NA,NA,457,0.372756698779951,0.122062400643543,0.43232269062075,NA,0.0438030300128325,0.0203022351611729,0,NA,NA,0.00875294478175097,19984,8403,10153,4131,4806,2184,594,1242,NA,578,0.383754200672108,0.161363418146903,0.194968795007201,0.0793278924627941,0.0922899663946231,0.0419395103216515,0.0114066250600096,0.0238502160345655,NA,0.011099375900144,"Földesi Gyula","Bencsik János","Dr. Hiller István",NA,"Ferenczi István","Teveli Dalma","Somodi Klára",NA,NA,NA,"MSZP_egy",0.72020316027088,0.419932789246279,0.496427955794756,21868,25919,-0.0109975018921569,-0.0393010175033609,0.0764951665484765,-522,-2030,4051
"28","BUDAPEST",17,"Budapest XXI. kerület",76152,1249,628,78029,54969,1716,56685,72.65,56611,930,1.64,55681,485,55753,20653,8673,0,NA,0,0,23637,1374,NA,1344,0.370916470609364,0.155762288751998,0,NA,0,0,0.424507462150464,0.0246762809575977,NA,0.024137497530576,20972,10309,8755,4506,4569,2135,2468,1335,NA,704,0.376159130450379,0.184904848169605,0.157031908596847,0.0808207630082686,0.0819507470450021,0.038293903467078,0.0442666762326691,0.0239448998260183,NA,0.0126271232041325,"Németh Szilárd István","Bereczki Miklós","Bangóné Borbély Ildikó",NA,"Dr. Tenk András","Dukán András Ferenc","Dr. Szabó Szabolcs","Soltész Szilvia Nikolett",NA,NA,"EGYUTT_egy",0.721832650488497,0.402363998349865,0.424507462150464,22433,23637,-0.0052426598410153,-0.0291425594176072,0.0221434638005996,-319,-1636,1204
"29","BUDAPEST",18,"Budapest XXII. kerület",75084,1537,925,77546,58534,2264,60798,78.4,60713,437,0.72,60276,322,60262,24144,5525,24983,NA,2556,1703,0,1220,NA,145,0.400557435795341,0.0916616895613511,0.414476740327825,NA,0.042404937288473,0.0282533678412635,0,0.0202402282832305,NA,0.0024056009025151,24090,7536,11225,4379,6351,3666,724,1768,NA,523,0.399754405761508,0.125053931167236,0.186269954531877,0.0726660250240616,0.105389797882579,0.0608343566426604,0.0120142046397398,0.0293385549766022,NA,0.00867876937373469,"Németh Zsolt","Dr. Staudt Gábor","Molnár Gyula",NA,"Pitz Dániel","Orosz Anna","Dr. Hajdu Nóra","Hotz Antal",NA,NA,"MSZP_egy",0.779580203505407,0.437174338720919,0.485135045457562,26345,29242,0.000803030033833363,-0.0333922416058853,0.0479607067366432,54,-2011,2897
"30","BÁCS–KISKUN",1,"Kecskemét",68614,1488,383,70485,45668,1701,47369,67.2,47325,527,1.11,46798,442,46874,25519,11231,NA,3595,4642,1105,NA,NA,NA,706,0.545301081242788,0.239988888414035,NA,0.0768195222018035,0.0991922731740673,0.0236121201760759,NA,NA,NA,0.0150861147912304,25400,9195,3903,2003,3528,1362,172,728,NA,583,0.541878226735504,0.196164184835943,0.0832657763365618,0.0427315782736698,0.0752656056662542,0.0290566198745573,0.00366941161411443,0.0155309979946239,NA,0.0124375986687716,"Dr. Salacz László","Lejer Zoltán",NA,"Szõkéné Kopping Rita","Vágó Gábor","Szarvas Koppány Bendegúz",NA,NA,NA,NA,"FIDESZ_egy",0.665578453376862,0.233988991765158,0.199623915551947,10968,9342,0.00342285450728452,0.0438247035780916,-0.034365076213211,119,2036,-1626
"31","BÁCS–KISKUN",2,"Kecskemét",70528,1598,475,72601,49108,1910,51018,70.27,50973,361,0.71,50612,358,50592,26695,10001,8421,NA,3426,1532,NA,NA,NA,537,0.52744408440686,0.197601359361416,0.166383466371611,NA,0.0676914565715641,0.0302695013040386,NA,NA,NA,0.0106101319845096,25872,8976,5163,2236,4521,1972,214,997,NA,641,0.511385199240987,0.17741935483871,0.102051707779886,0.0441967109424415,0.089361954459203,0.0389784946236559,0.00422991777356104,0.0197066729917774,NA,0.0126699873497786,"Dr. Zombor Gábor","Radics Tivadar","Király József",NA,"Dr. Tóth Szilárd","Bodrozsán Alexandra",NA,NA,NA,NA,"FIDESZ_egy",0.696290834845735,0.278818785578748,0.264344424247214,14106,13379,0.0160588851658734,0.0201820045227066,-0.0144743613315335,823,1025,-727
"32","BÁCS–KISKUN",3,"Kalocsa",65284,1888,313,67485,44493,2011,46504,68.91,46455,386,0.83,46069,371,45525,24519,13915,5127,NA,1261,580,NA,NA,NA,667,0.532223404024398,0.302046929605592,0.111289587358093,NA,0.0273719855000109,0.0125898109357703,NA,NA,NA,0.0144782825761358,24168,10316,4377,2030,2351,1024,122,568,NA,569,0.530873146622735,0.226600768808347,0.0961449752883031,0.0445908841295991,0.0516419549697968,0.0224931356397584,0.00267984623833059,0.0124766611751785,NA,0.0124986271279517,"Font Sándor","Suhajda Krisztián","Dr. Angeli Gabriella",NA,"Kerpács Rezsõ","Környei Balázs",NA,NA,NA,NA,"FIDESZ_egy",0.681529930764046,0.217550796265788,0.151251383793874,9904,6968,0.00135025740166339,0.0754461607972445,-0.0662994124719136,351,3599,-2936
"33","BÁCS–KISKUN",4,"Kiskunfélegyháza",71379,1330,297,73006,47148,1503,48651,66.64,48634,427,0.88,48207,415,48206,29025,10166,5855,NA,1410,545,NA,678,NA,528,0.602090982637376,0.21088223701952,0.121455390296015,NA,0.0292488642728234,0.0113054120770842,NA,0.0140643475014002,NA,0.0109527661957807,28819,8549,4438,1408,2524,998,123,721,NA,626,0.597830145625026,0.17734306932747,0.0920632286437373,0.0292079824088288,0.0523586275567357,0.0207028170767124,0.0025515495996349,0.0149566444011119,NA,0.0129859353607435,"Lezsák Sándor","Kollár László","Horváth Tamás",NA,"Kis-Szeniczey Kálmán","Tabajdi Péter",NA,"Bodor Sándor",NA,NA,"FIDESZ_egy",0.660530408103224,0.196884205285649,0.162009666645923,9491,7810,0.00426083701235036,0.0335391676920504,-0.0348745386397263,206,1617,-1681
"34","BÁCS–KISKUN",5,"Kiskunhalas",68907,1746,356,71009,44448,1909,46357,65.28,46327,603,1.3,45724,489,45308,25535,15219,NA,2685,1059,466,NA,NA,NA,760,0.558459452366372,0.332844895459715,NA,0.0587218965969731,0.023160703350538,0.0101915842883387,NA,NA,NA,0.0166214679380632,24862,10595,3628,1873,2071,871,111,659,NA,638,0.54873311556458,0.233843912774786,0.0800741590889026,0.0413392778317295,0.0457093669992054,0.0192239781054118,0.00244989847267591,0.014544892734175,NA,0.0140813984285336,"Bányai Gábor","Farkas Gergely",NA,"Molnár László","Midi Melánia","Takács Zoltán",NA,NA,NA,NA,"FIDESZ_egy",0.645043319256389,0.188796680497925,0.0920741842358499,8554,4210,0.00972633680179202,0.0990009826849289,-0.0967224962620754,673,4624,-4344
"35","BÁCS–KISKUN",6,"Baja",64964,1903,453,67320,42128,2137,44265,65.75,44213,436,0.99,43777,315,42856,23835,8203,7880,NA,2557,728,NA,NA,NA,574,0.544463987938872,0.187381501701807,0.180003198026361,NA,0.058409667176828,0.016629737076547,NA,NA,NA,0.0131119080795852,22845,8013,4747,1891,2846,1232,207,498,NA,577,0.533064215045735,0.186974985999627,0.110766287100989,0.044124509986933,0.0664084375583349,0.0287474332648871,0.00483012880343476,0.01162030987493,NA,0.0134636923651297,"Zsigó Róbert","Grünfelder Zoltán","Hajdú Miklós",NA,"Ikotity István","Béni Kornél",NA,NA,NA,NA,"FIDESZ_egy",0.648482236315498,0.254876796714579,0.255042602279736,10923,11165,0.0113997728931374,0.000406515702180227,0.000165805565156829,990,190,242
"36","BÉKÉS",1,"Békéscsaba",68443,2631,483,71557,47600,2854,50454,70.51,50433,922,1.83,49511,554,49577,22133,16366,NA,5461,2610,890,NA,848,NA,1203,0.447031972692937,0.330552806447052,NA,0.110298721496233,0.052715558158793,0.0179758033568298,NA,0.0171275070186423,NA,0.0242976308295126,22424,11000,5609,3137,3891,1638,206,944,NA,728,0.452306513100833,0.221877080097626,0.113137140206144,0.0632753091151139,0.0784839744236239,0.033039514290901,0.00415515259091918,0.0190410876011054,NA,0.0146842285737338,"Herczeg Tamás","Kocziha Tünde",NA,"Nagy-Huszein Tibor","Kovács Katalin Ildikó","Almási István",NA,"Babinszki Péter",NA,NA,"FIDESZ_egy",0.695469222564762,0.292091090626702,0.180990083011856,14481,8961,-0.0052745404078961,0.108675726349426,-0.111101007614846,-291,5366,-5520
"37","BÉKÉS",2,"Békés",69650,2175,389,72214,45056,2339,47395,65.63,47357,725,1.53,46632,677,46329,24247,13707,NA,4039,2550,678,NA,NA,NA,1411,0.519964831017327,0.293939783839424,NA,0.08661434208269,0.0546834791559444,0.0145393721049923,NA,NA,NA,0.0302581917996226,24017,10683,4329,1955,2753,994,153,624,NA,821,0.518401001532517,0.230589911286667,0.0934403937058862,0.0421981911977379,0.0594228237173261,0.0214552440156274,0.00330246713721427,0.0134688855792268,NA,0.0177210818277968,"Dankó Béla","Samu Tamás Gergõ",NA,"Dr. Kondé Gábor","Bencsik Mihály","Babinszki Bence",NA,NA,NA,NA,"FIDESZ_egy",0.64689160086145,0.219819119773792,0.155837193343627,10184,7267,0.00156382948480971,0.0633498725527565,-0.0639819264301651,230,3024,-2917
"38","BÉKÉS",3,"Gyula",68128,2238,335,70701,44204,2347,46551,65.84,46510,638,1.37,45872,610,45490,23135,10612,8508,NA,1740,725,NA,NA,NA,1152,0.50433815835368,0.23133937914196,0.185472619462853,NA,0.0379316358562958,0.0158048482734566,NA,NA,NA,0.0251133589117544,22795,9599,5948,1924,2650,1067,177,597,NA,733,0.501099142668718,0.211013409540558,0.130754011870741,0.042295009892284,0.0582545614420752,0.0234557045504506,0.00389096504726313,0.0131237634644977,NA,0.0161134315234117,"Dr. Kovács József","Dr. Dévényi-Dabrowsky Géza","Pluhár László",NA,"Szabó László","Nagy Zoltán",NA,NA,NA,NA,"FIDESZ_egy",0.648837482386097,0.258650252802814,0.239209103592605,11766,10973,0.00323901568496143,0.0203259696014019,-0.0194411492102083,340,1013,-793
"39","BÉKÉS",4,"Orosháza",72664,2341,386,75391,47731,2453,50184,66.56,50169,774,1.54,49395,583,49162,21312,19510,5107,NA,1081,526,542,NA,NA,1317,0.431460674157303,0.394979248911833,0.103391031480919,NA,0.0218848061544691,0.0106488510982893,0.0109727705233323,NA,NA,0.0266626176738536,22889,13965,5754,1949,2178,857,278,525,NA,767,0.465583173996176,0.284060860013832,0.117041617509459,0.039644440828282,0.0443025100687523,0.0174321630527643,0.00565477401244864,0.0106789796997681,NA,0.0156014808185184,"Simonka György","Dr. Szabó Ervin","Füvesi Sándor",NA,"Németh Sándor","Sebõk Éva","Bod Tamás",NA,NA,NA,"FIDESZ_egy",0.656872729274469,0.224075505471706,0.14689745925701,11016,7256,-0.0341224998388725,0.110918388898001,-0.077178046214696,-1577,5545,-3760
"40","CSONGRÁD",1,"Szeged",80974,2158,874,84006,56660,2756,59416,70.73,59338,378,0.64,58960,423,58881,21019,6501,25748,NA,2560,1015,NA,1525,NA,592,0.356495929443691,0.110261194029851,0.436702849389417,NA,0.0434192672998643,0.0172150610583446,NA,0.0258649932157395,NA,0.0100407055630936,21412,9704,13456,2984,5938,2354,500,1810,NA,723,0.363648715205244,0.164806983577045,0.228528727433298,0.0506784871180856,0.100847472019837,0.0399789405750582,0.00849170360557735,0.03073996705219,NA,0.0122790034136648,"Bartók Csaba","Tóth Péter","Szabó Sándor",NA,"Bodrog Zoltán","Mihálik Edvin",NA,"Pál Anna",NA,NA,"MSZP_egy",0.699730777780522,0.428525330751855,0.497337177747626,25232,29323,-0.00715278576155387,-0.0545457895471945,0.0688118469957701,-393,-3203,4091
"41","CSONGRÁD",2,"Szeged",84487,2136,851,87474,59106,2745,61851,70.71,61781,501,0.81,61280,666,61068,27344,6970,21711,NA,2512,1097,308,1224,NA,114,0.44621409921671,0.113740208877285,0.354291775456919,NA,0.0409921671018277,0.0179014360313316,0.00502610966057441,0.0199738903394256,NA,0.00186031331592689,27590,9291,10763,2520,5569,2545,483,1691,NA,616,0.451791445601624,0.152141874631558,0.176246151830746,0.0412654745529574,0.0911934237243728,0.041674854260824,0.00790921595598349,0.0276904434400996,NA,0.010087116001834,"B Nagy László","Fackelmann István","Joób Márton",NA,"Dr. Tessényi Judit","Boros-Gyevi Gergely","Györgyey János","Pose Rozalinda",NA,NA,"FIDESZ_egy",0.699586918697551,0.358289120324884,0.418211488250653,21880,25628,-0.00557734638491425,-0.0384016657542737,0.059922367925769,-246,-2321,3748
"42","CSONGRÁD",3,"Szentes",80292,1952,431,82675,53899,2157,56056,67.8,56013,945,1.69,55068,886,55108,27322,20808,NA,2671,1548,865,468,NA,NA,1386,0.496150214280526,0.377860100239704,NA,0.0485036681920535,0.0281106994988015,0.0157078521101184,0.0084985835694051,NA,NA,0.025168882109392,28045,13230,5381,1972,3138,1279,263,959,NA,841,0.50890977716484,0.240074036437541,0.097644625099804,0.035784278144734,0.0569427306380199,0.0232089714741961,0.00477244683167598,0.0174021920592291,NA,0.0152609421499601,"Farkas Sándor","Szabó Zoltán Ferenc",NA,"Dr. Eörsi Mátyás","D'Elia Viktor","Hegedûs Barnabás","Dombi Gábor",NA,NA,NA,"FIDESZ_egy",0.671287301350072,0.21835305218843,0.100820803370378,12033,5552,-0.0127595628843141,0.137786063802163,-0.117532248818052,-723,7578,-6481
"43","CSONGRÁD",4,"Hódmezõvásárhely",77985,1681,424,80090,55634,1924,57558,71.87,57501,462,0.8,57039,577,56828,29534,20940,4234,NA,1003,0,NA,749,NA,579,0.517786076193482,0.367117235575659,0.0742299128666351,NA,0.0175844597556058,0,NA,0.0131313662581742,NA,0.0101509493504444,28650,13463,5706,2056,3505,1368,204,1078,NA,798,0.504152882381924,0.236907862321391,0.100408249454494,0.0361793482086296,0.0616773421552756,0.0240726402477652,0.00358977968607025,0.0189695220665869,NA,0.014042373477863,"Lázár János","Dr. Kiss Attila","Rója István",NA,"Pongrácz Gergely","Jakab Tamás",NA,"Farkas Tamás",NA,NA,"FIDESZ_egy",0.71339360133359,0.225927359752235,0.0918143726222409,12839,5237,0.0136331938115573,0.130209373254268,-0.134112987129994,884,7477,-7602
"44","FEJÉR",1,"Székesfehérvár",60915,1597,596,63108,46026,2025,48051,76.14,47960,398,0.83,47562,433,47523,22433,6599,NA,14740,2868,0,NA,NA,NA,922,0.471658046339515,0.13874521676969,NA,0.3099112737059,0.0603002396871452,0,NA,NA,NA,0.0193852234977503,21782,7742,6230,3624,4329,2001,302,920,NA,593,0.458346484859963,0.162910590661364,0.131094417439976,0.0762578120068177,0.0910927340445679,0.0421059276560823,0.00635481766723481,0.0193590471981988,NA,0.0124781684657955,"Vargha Tamás","Tóth Nóra Timea",NA,"Ráczné Földi Judit","Rákosi Judit","Pintér András Gábor",NA,NA,NA,NA,"FIDESZ_egy",0.755577443979315,0.346905708814679,0.370211513393045,16486,17608,0.0133115614795522,-0.0241653738916739,0.0233058045783656,651,-1143,1122
"45","FEJÉR",2,"Székesfehérvár",68424,1453,360,70237,49575,1661,51236,72.95,51170,418,0.82,50752,399,50377,27250,14652,4761,NA,2173,1016,NA,NA,NA,900,0.536924653215637,0.288697982345523,0.0938091109709962,NA,0.0428160466582598,0.0200189155107188,NA,NA,NA,0.0177332912988651,26722,10706,4489,2078,3293,1447,178,788,NA,676,0.530440478789924,0.212517617166564,0.0891081247394644,0.0412489826706632,0.0653671318260317,0.0287234253726899,0.0035333584770828,0.0156420588760744,NA,0.0134188220815054,"Törõ Gábor","Fazakas Attila","Horváth András",NA,"Perneczky László","Tóth Péter",NA,NA,NA,NA,"FIDESZ_egy",0.724526481936163,0.227981023085932,0.156644073139975,11485,7950,0.00648417442571292,0.0761803651789592,-0.0713369499459573,528,3946,-3535
"46","FEJÉR",3,"Bicske",71587,1626,490,73703,52125,1932,54057,73.34,53988,346,0.64,53642,410,52804,28415,12559,8041,NA,2732,1381,NA,NA,NA,514,0.529715521419783,0.234126244360762,0.149901196823385,NA,0.0509302412288878,0.0257447522463741,NA,NA,NA,0.00958204392080832,27203,9963,5684,2365,3790,1876,228,1027,NA,668,0.515169305355655,0.188678887963033,0.107643360351489,0.0447882736156352,0.0717748655404894,0.03552761154458,0.00431785470797667,0.0194492841451405,NA,0.0126505567760018,"Tessely Zoltán","Varga László Béla","Szilágyi László",NA,"Szatmári Ildikó","Molnár Dániel",NA,NA,NA,NA,"FIDESZ_egy",0.728134996577591,0.26405196576017,0.226576190298647,13943,12154,0.0145462160641281,0.045447356397729,-0.0374757754615231,1212,2596,-1789
"47","FEJÉR",4,"Dunaújváros",66193,1626,407,68226,45512,1845,47357,69.41,47279,408,0.86,46871,389,46785,18541,20405,NA,4668,1638,675,NA,NA,NA,944,0.395575089074268,0.435343816005632,NA,0.0995924985598771,0.0349469821424762,0.0144012289048665,NA,NA,NA,0.02014038531288,18976,13632,5074,3424,2877,1284,194,676,NA,648,0.405600085497488,0.291375440846425,0.108453564176552,0.0731858501656514,0.0614940686117345,0.0274446938121193,0.00414662819279684,0.0144490755584055,NA,0.0138505931388265,"Dr. Galambos Dénes","Pintér Tamás",NA,"Mezei Zsolt","Illéssy István","Kaszó Róbert",NA,NA,NA,NA,"JOBBIK_egy",0.687565150393546,0.274724804958854,0.14894070960722,12853,6981,-0.0100249964232208,0.143968375159207,-0.125784095351635,-435,6773,-5872
"48","FEJÉR",5,"Sárbogárd",66851,1309,221,68381,42046,1378,43424,63.5,43393,542,1.25,42851,499,42856,23982,13777,NA,2518,1219,NA,609,NA,NA,746,0.559660217964575,0.321509416349677,NA,0.0587617558516721,0.0284474107955474,NA,0.0142120370586451,NA,NA,0.0174091619798838,24041,10619,2759,1773,1739,718,195,429,NA,583,0.560971625910024,0.247783274220646,0.064378383423558,0.0413711032294194,0.0405777487399664,0.0167537801008027,0.00455012133656897,0.0100102669404517,NA,0.0136036960985626,"Varga Gábor","Árgyelán János",NA,"Szilveszterné Nyuli Ilona","Lapos Péter",NA,"Szigetvári Viktor",NA,NA,NA,"FIDESZ_egy",0.628950950621532,0.167631136830315,0.101421203705865,7184,4346,-0.00131140794544937,0.0737261421290309,-0.066209933124451,-59,3158,-2838
"49","GYÕR–MOSON–SOPRON",1,"Gyõr",65370,1739,487,67596,47270,2051,49321,72.96,49261,434,0.88,48827,412,48776,24193,8448,NA,10561,3118,1402,0,NA,NA,1105,0.495484055952649,0.173019026358367,NA,0.216294263419829,0.0638581112908841,0.0287136215618408,0,NA,NA,0.0226309214164294,23457,8077,5292,3338,4749,2136,261,913,NA,553,0.480912743972445,0.165593734623585,0.10849598163031,0.0684352960472363,0.0973634574380843,0.0437920288666557,0.0053509922912908,0.018718222076431,NA,0.011337543053961,"Simon Róbert Balázs","Fodor Roland",NA,"Glázer Tímea","Jenei Ferenc","Molnár József","Varga Márk",NA,NA,NA,"FIDESZ_egy",0.723114578552853,0.323437756273577,0.308865996272554,15776,15081,0.0145713119802037,0.00742529173478193,-0.0145717600010231,736,371,-695
"50","GYÕR–MOSON–SOPRON",2,"Gyõr",70872,1404,383,72659,51199,1634,52833,72.71,52791,500,0.95,52291,610,52160,30138,11046,6891,NA,2480,1110,NA,NA,NA,626,0.576351571016045,0.211240940123539,0.131781759767455,NA,0.0474268994664474,0.0212273622611922,NA,NA,NA,0.011971467365321,28375,9431,4835,2338,3848,1711,178,849,NA,595,0.543999233128834,0.180809049079755,0.0926955521472393,0.0448236196319018,0.0737730061349693,0.0328029141104294,0.00341257668711656,0.0162768404907975,NA,0.0114072085889571,"Kara Ákos","Dr. Menyhárt Miklós","Greguss András",NA,"Takács András","Liszi Norbert",NA,NA,NA,NA,"FIDESZ_egy",0.722415058132972,0.247507668711656,0.200436021495095,12910,10481,0.0323523378872105,0.0304318910437848,-0.0470716472165617,1763,1615,-2429
"51","GYÕR–MOSON–SOPRON",3,"Csorna",65694,1252,201,67147,47850,1337,49187,73.25,49157,413,0.84,48744,392,48685,31148,11575,NA,2998,2100,539,NA,NA,NA,384,0.639011980961759,0.237465123912687,NA,0.0615050057442967,0.0430822255046775,0.0110577712128672,NA,NA,NA,0.00787789266371246,30476,8662,3321,1790,2430,808,95,512,NA,591,0.625983362431961,0.177919276984698,0.0682140289616925,0.0367669713464106,0.0499127041183116,0.016596487624525,0.00195131970832905,0.0105165862175208,NA,0.0121392626065523,"Gyopáros Alpár","Magyar Zoltán",NA,"Szabó Zoltán","Molnár Ferenc","Budai Zsaklin",NA,NA,NA,NA,"FIDESZ_egy",0.728377020732487,0.173441511759269,0.115645002461841,8444,5637,0.0130286185297989,0.0595458469279891,-0.0577965092974273,672,2913,-2807
"52","GYÕR–MOSON–SOPRON",4,"Sopron",73555,1845,371,75771,55264,2048,57312,75.64,57240,415,0.73,56825,382,56005,30936,10301,9558,NA,2545,1824,NA,1167,NA,494,0.544408271007479,0.181275846898372,0.168200615926089,NA,0.0447866256049274,0.0320985481742191,NA,0.020536735591729,NA,0.00869335679718434,30350,8982,6657,2250,3818,2046,191,1105,NA,606,0.541915900366039,0.160378537630569,0.118864387108294,0.040174984376395,0.0681724845995893,0.0365324524596018,0.00341040978484064,0.0197303812159629,NA,0.010820462458709,"Barcza Attila","Dr. Brenner Koloman","Póczik Roland",NA,"Szakács Gyula","Supka-Kovácsné Holzhofer Tünde",NA,"Tichy-Rács József",NA,NA,"FIDESZ_egy",0.75132893752974,0.267154718328721,0.245085789705235,14962,13927,0.00249237064144037,0.0208973092678035,-0.0220689286234853,586,1319,-1035
